transaction_id,customer_id,item_purchased,category,organization_id,price,payment_mode,purchase_date
9314b422-515c-4ad0-ba93-5a939a4a4e31,CUSTID_512,color,Software,ORGID_167,380.14,Net Banking,2024-04-19
5b861c35-5129-4835-a406-f3142958d5d9,CUSTID_208,share,Furniture,ORGID_99,850.59,Credit Card,2020-06-27
ac8ea751-dd66-4097-9f97-1411d752ff1e,CUSTID_997,image,Fashion,ORGID_188,521.63,Credit Card,2022-03-01
95e0697b-469a-45e2-b75d-f508d5b72049,CUSTID_337,pick,Entertainment,ORGID_85,842.27,Net Banking,2021-11-25
61c39fdc-f831-4358-9f16-9367d4d67834,CUSTID_811,bag,Electronics,ORGID_15,956.96,Net Banking,2021-09-11
4b0e794b-01b3-41ff-93b4-b497b04d9099,CUSTID_464,increase,Electronics,ORGID_98,105.64,Credit Card,2024-04-13
a704af6d-77f0-43c8-9e52-31c579b2b75e,CUSTID_724,yeah,Fashion,ORGID_167,637.94,Debit Card,2024-10-19
0b1e3ea5-707b-4750-9628-f40e6e5b0aef,CUSTID_612,apply,Furniture,ORGID_190,732.45,Net Banking,2021-03-24
e9c77ff3-4cbf-40f0-bac8-28db43bb57e6,CUSTID_831,write,Fashion,ORGID_72,164.51,Net Banking,2022-11-16
4f31e927-5327-4d62-b362-d57824e14cea,CUSTID_9,fly,Furniture,ORGID_37,583.92,Credit Card,2024-05-31
0fe1e473-86b9-438c-83b4-5106631b401e,CUSTID_458,hundred,Finance,ORGID_11,153.9,PayPal,2024-08-26
a620fac9-a2f1-44e0-9837-cdc3d7873ce7,CUSTID_26,ability,Healthcare,ORGID_57,925.22,PayPal,2021-01-03
de377789-66c2-4f6c-a7c7-d86b1beb803d,CUSTID_557,report,Entertainment,ORGID_81,450.57,Debit Card,2020-01-27
6affefdf-77b0-4a99-b4ac-d84ee38ae985,CUSTID_328,recently,Entertainment,ORGID_107,513.43,Debit Card,2021-12-21
f6f5359b-4a2d-4e08-a153-340905ce1ff9,CUSTID_669,though,Electronics,ORGID_55,893.19,PayPal,2021-10-13
1e14f634-1df1-46f8-9d42-2e5d43964cc5,CUSTID_52,pay,Fashion,ORGID_65,110.23,Net Banking,2024-05-25
9ebd29de-511a-418b-98fb-46dec24b7699,CUSTID_325,interest,Fashion,ORGID_193,969.98,PayPal,2021-08-30
4fc6420a-6e34-49ea-a2f4-269a22f076e1,CUSTID_573,meeting,Furniture,ORGID_101,349.4,Net Banking,2020-12-06
4cbf22a9-7bff-40be-aed5-2ae7b68c2090,CUSTID_460,one,Furniture,ORGID_13,676.97,Credit Card,2021-11-26
711256fa-7f04-4530-bce5-3d648f8870e4,CUSTID_269,environmental,Books,ORGID_87,74.11,Debit Card,2022-03-11
d45a1fb4-4a41-4267-8170-19dfb8ac05e9,CUSTID_529,fire,Fashion,ORGID_121,810.0,Debit Card,2023-05-09
a7a64881-dbd0-42b4-ac1a-2314621352c6,CUSTID_291,record,Books,ORGID_21,187.86,PayPal,2025-02-06
66b220a7-eea0-49de-af65-6da042a3f0b7,CUSTID_276,number,Books,ORGID_40,648.3,Debit Card,2025-01-31
5c55aea7-f8ba-47f0-9074-ed4c79792036,CUSTID_413,bag,Software,ORGID_124,154.84,Debit Card,2022-12-31
bb31a535-1b22-48a7-af72-6ad4df0fb452,CUSTID_474,impact,Healthcare,ORGID_16,196.2,Net Banking,2024-06-12
fa9865ed-a4bb-4578-ab66-18295eab7a8a,CUSTID_416,treat,Finance,ORGID_162,696.24,Net Banking,2020-04-20
81941dcb-e52a-4a0a-917c-359a7c7b4195,CUSTID_799,marriage,Fashion,ORGID_26,838.67,Net Banking,2020-10-19
9f25c9ce-44c0-4e89-af37-019c1280cf87,CUSTID_556,real,Furniture,ORGID_148,975.86,Credit Card,2022-10-15
eaedcd32-b044-48ee-bb6e-38df2a6859f3,CUSTID_160,professor,Books,ORGID_10,342.98,Net Banking,2023-09-11
0d88ab49-b335-44fc-b889-fe885b4e0681,CUSTID_697,worker,Finance,ORGID_96,778.06,Net Banking,2025-03-14
e69a3fd8-a2b6-4329-8c36-a50ed652eb85,CUSTID_2,research,Entertainment,ORGID_107,191.39,Net Banking,2021-08-13
6a54790f-5fb5-4429-9f96-05e27bb51129,CUSTID_831,detail,Books,ORGID_156,809.69,Net Banking,2020-08-21
3f420f9b-757c-4f54-9f35-c5b863e5e8b6,CUSTID_409,trip,Fashion,ORGID_77,548.94,Credit Card,2021-11-04
39736f21-ae2e-4b61-9ac3-2697870a4a50,CUSTID_5,mind,Healthcare,ORGID_131,342.48,Debit Card,2024-12-13
4f4e8f1b-d187-415a-97c2-51a7fb7917d1,CUSTID_696,upon,Clothing,ORGID_148,89.87,Credit Card,2025-01-06
fc4c6e72-81da-4b00-b7e7-cb121623317c,CUSTID_304,college,Software,ORGID_55,692.52,Debit Card,2024-01-11
fab721f9-b2dd-4fbf-a03e-0eb8679000bc,CUSTID_843,military,Clothing,ORGID_62,566.57,Credit Card,2022-01-27
6bc48009-f232-4cd0-9d38-67eb49ad8681,CUSTID_986,large,Furniture,ORGID_74,636.48,PayPal,2023-03-15
d268f1fd-59fd-41c4-8fda-0c37d54c248b,CUSTID_763,Congress,Finance,ORGID_40,398.88,Debit Card,2025-01-14
4a9c0086-16ad-48ae-974a-d1b0d1706f4f,CUSTID_324,morning,Finance,ORGID_142,172.95,Net Banking,2021-02-19
511c625c-d012-4a56-9d20-5e5235189d5d,CUSTID_208,charge,Finance,ORGID_176,988.59,Credit Card,2022-03-14
d3f76a1f-8593-4b0d-8946-694cb3c997c8,CUSTID_173,agency,Electronics,ORGID_27,386.39,Net Banking,2020-07-29
03e20c1a-44e5-48fc-bec2-c0a70f92cceb,CUSTID_305,feel,Healthcare,ORGID_28,681.37,Net Banking,2024-03-08
5a628399-6a79-4665-88f2-2dbe58885cd5,CUSTID_782,very,Electronics,ORGID_108,788.6,Net Banking,2024-10-18
05c6987d-b703-4b02-97e8-7dd7b6b86199,CUSTID_593,change,Healthcare,ORGID_64,665.39,Debit Card,2021-04-18
aa5ef225-47d3-47f7-bbbd-9de83caf2dd4,CUSTID_141,air,Furniture,ORGID_159,833.33,Net Banking,2022-06-18
a7d05fbc-ca43-491c-9b68-74d3b3291298,CUSTID_970,deal,Electronics,ORGID_81,354.2,PayPal,2022-10-14
c3880aed-d4ff-4655-be0d-866587ef3699,CUSTID_912,full,Electronics,ORGID_110,888.84,Net Banking,2020-02-21
7ede1327-48ad-42e9-b328-03654763491d,CUSTID_688,every,Finance,ORGID_160,794.68,Net Banking,2021-06-01
75b8b838-f979-4518-b3d3-1d8d6f9829b5,CUSTID_819,relationship,Finance,ORGID_6,377.9,Credit Card,2022-01-13
a617cc55-ba43-49b4-ad04-3b4098b77618,CUSTID_906,on,Entertainment,ORGID_68,732.42,Debit Card,2021-06-21
508a0547-b444-4adb-8bdc-779274f8e412,CUSTID_103,believe,Healthcare,ORGID_151,354.84,PayPal,2021-05-03
ca685724-0a3e-404c-93ef-54038667cec5,CUSTID_905,issue,Clothing,ORGID_120,479.55,Credit Card,2023-03-03
06b13a2c-84ff-458e-9a02-bf432b241ffd,CUSTID_815,final,Books,ORGID_193,261.3,Credit Card,2022-11-25
3d0c7e5d-ce8f-4080-8010-b601b2b81e63,CUSTID_490,case,Healthcare,ORGID_106,956.06,Net Banking,2021-05-26
74c7812b-799b-46aa-bef1-8c2f3ce4f945,CUSTID_864,stand,Clothing,ORGID_57,628.33,Debit Card,2022-02-16
863afe30-bd69-45c0-a465-dcadd6465305,CUSTID_761,fact,Entertainment,ORGID_35,797.78,PayPal,2020-08-18
e423c255-e51e-4c40-8cd0-0857c60b06ec,CUSTID_493,like,Entertainment,ORGID_148,832.15,PayPal,2023-12-09
f0db9a01-aebd-4a70-b5ce-5f54be2d9297,CUSTID_433,military,Books,ORGID_96,534.19,Debit Card,2021-08-22
b263c7d8-8bd3-4d54-b4e7-9667aee2e83c,CUSTID_111,deal,Furniture,ORGID_59,887.5,Credit Card,2023-06-17
01ba555d-f4b3-4b42-80c8-2c7e4d5f5732,CUSTID_70,professor,Software,ORGID_133,452.36,PayPal,2021-11-18
dd053f7c-5cb3-4f51-a583-8af4b2bd2954,CUSTID_569,international,Clothing,ORGID_102,439.87,PayPal,2022-02-08
bc8569c6-5b31-4a9b-b5f4-5eb5b10da560,CUSTID_288,stuff,Clothing,ORGID_46,763.97,Net Banking,2024-09-19
a6d8b7f4-9899-4c26-a827-f19d7acc4234,CUSTID_670,others,Finance,ORGID_178,610.15,PayPal,2025-02-10
f1aad4d4-5c50-45f4-8aa3-f0c5b10d67aa,CUSTID_205,put,Furniture,ORGID_12,708.98,Debit Card,2020-08-30
12a12817-5ccf-46b2-9d61-1f197cdb6207,CUSTID_934,we,Entertainment,ORGID_138,565.83,Debit Card,2020-01-13
79ed7d0b-6c9b-4a0b-8459-0d8a241ad869,CUSTID_324,recently,Fashion,ORGID_182,710.99,PayPal,2021-03-27
76d40c3f-6e67-49a2-897b-00a8439cc6b4,CUSTID_447,ready,Finance,ORGID_145,114.62,PayPal,2023-10-21
b294c2bd-2844-4097-9bd2-a69f7bdb4334,CUSTID_271,few,Finance,ORGID_23,80.78,PayPal,2024-08-09
34f78790-812b-4f69-b24a-e7655f7d6eaa,CUSTID_516,cover,Clothing,ORGID_69,541.28,PayPal,2021-07-25
96284980-bda3-48a9-bfca-5f9e0b66b786,CUSTID_644,same,Furniture,ORGID_58,938.83,Credit Card,2024-05-07
ea124343-3d65-40dd-87df-cdc6fa0db162,CUSTID_947,front,Furniture,ORGID_95,900.26,Credit Card,2021-04-25
d97cd2e0-fbcd-424a-a225-5c9ffcf9cac1,CUSTID_798,music,Books,ORGID_169,989.04,Debit Card,2025-02-02
553b2937-4e4e-4ea5-812b-e5a5ea3b3ba8,CUSTID_815,avoid,Electronics,ORGID_144,593.65,Net Banking,2021-03-04
b9ddefc4-0b53-42dd-8ea8-def6a8345149,CUSTID_861,name,Finance,ORGID_61,268.45,Net Banking,2023-02-21
cdbb8b84-1140-4027-bbc5-237f5b601a49,CUSTID_921,receive,Electronics,ORGID_60,658.61,Debit Card,2023-11-10
c33f722c-3fad-4d50-8392-7e40d3f59cd4,CUSTID_560,response,Furniture,ORGID_34,48.68,Net Banking,2022-04-19
e19ad69e-1c37-4c6f-af04-854301cb0320,CUSTID_966,born,Clothing,ORGID_77,40.15,Credit Card,2020-07-21
6ef981bb-23a1-445c-b580-27a7e314d85a,CUSTID_520,military,Fashion,ORGID_52,294.99,PayPal,2022-09-22
61c916ce-f87e-4bcf-bda9-2ca8b6c6421d,CUSTID_573,everybody,Finance,ORGID_161,849.34,Net Banking,2021-07-17
6e65b3d9-227d-4989-9097-7db0a4ae8f7b,CUSTID_708,someone,Electronics,ORGID_57,987.07,Debit Card,2021-04-30
1f3cb0ad-9788-4a14-ba71-0c55c057bbab,CUSTID_594,board,Finance,ORGID_21,29.82,PayPal,2023-08-12
ffc1059e-689e-4ac7-b036-425705aff937,CUSTID_237,play,Healthcare,ORGID_186,515.59,Debit Card,2024-10-02
7dba4170-8c7b-4938-90fe-dcef0413daf6,CUSTID_699,school,Healthcare,ORGID_154,207.41,Credit Card,2021-06-08
cadf59ac-662c-4901-8f24-bbb695708f4d,CUSTID_208,instead,Furniture,ORGID_176,588.01,Net Banking,2021-03-08
625d866b-42c0-485b-839b-bb7c77f4a84a,CUSTID_613,take,Furniture,ORGID_127,668.19,PayPal,2023-11-16
8232b464-f929-4880-9afc-30cab666859a,CUSTID_296,tree,Healthcare,ORGID_32,272.69,Credit Card,2023-12-29
0fd6c60b-4eef-4a39-87d8-8bb5e8ce7c45,CUSTID_502,go,Entertainment,ORGID_56,261.85,PayPal,2021-03-09
a1153600-7088-4389-b208-0fc7aea28e94,CUSTID_732,drop,Books,ORGID_114,430.86,PayPal,2022-03-15
1e0f68f5-342e-4a33-99c0-1dd6a35221a4,CUSTID_214,throughout,Furniture,ORGID_144,259.43,PayPal,2022-05-18
a75ca3e3-80fd-41fc-9b27-846e2ef786be,CUSTID_39,include,Fashion,ORGID_78,773.81,Credit Card,2020-05-14
14e4af48-2c60-40d4-8eb6-1218c30cb1b1,CUSTID_432,goal,Clothing,ORGID_191,65.1,Net Banking,2024-12-14
1c5d073e-8d2f-430e-a55d-9ee91caa53d6,CUSTID_777,agency,Finance,ORGID_66,543.08,Credit Card,2023-06-18
f62475b5-3e9a-48e0-ab46-603c2ae97600,CUSTID_989,energy,Healthcare,ORGID_181,846.31,PayPal,2024-04-26
e94ce568-f54d-4be9-a194-35ad6ce28c22,CUSTID_563,debate,Entertainment,ORGID_151,606.65,Net Banking,2025-01-31
cad2cd81-5e1f-4e94-a1a7-55192a614e2e,CUSTID_845,space,Clothing,ORGID_144,118.49,Credit Card,2024-07-13
06466bba-8d62-4e80-9c62-b13b309f57f2,CUSTID_261,always,Books,ORGID_59,939.76,PayPal,2022-03-27
4d6e40fd-27e3-4f08-b66a-24020de8b994,CUSTID_103,build,Books,ORGID_121,114.32,Net Banking,2022-09-01
81b17b5b-e839-43e1-9d0e-d654f7aae0b7,CUSTID_4,each,Furniture,ORGID_49,11.73,Credit Card,2021-11-22
fb66d0f9-81ab-4a22-85ba-4f9bcb9207b0,CUSTID_223,receive,Software,ORGID_37,262.59,Debit Card,2020-09-23
9e2abc95-5104-491c-becc-794c029ffbba,CUSTID_836,central,Electronics,ORGID_36,610.51,PayPal,2020-09-16
04f63f9a-70df-4d57-9b15-9030910a1592,CUSTID_336,room,Healthcare,ORGID_150,922.45,Debit Card,2021-04-16
51b538af-02e0-47b9-911e-a0beab7db946,CUSTID_119,mission,Clothing,ORGID_102,753.84,Net Banking,2020-01-02
c2ac6ee5-9184-434c-b34f-64bc17b7174d,CUSTID_190,line,Books,ORGID_139,621.26,Net Banking,2023-11-24
0480133d-1725-414f-897e-958fc3ce554a,CUSTID_801,summer,Healthcare,ORGID_166,342.71,Credit Card,2020-11-30
2e0bf86d-52d8-4fe9-955b-8ebe2ba9ed53,CUSTID_643,edge,Software,ORGID_160,134.3,Net Banking,2021-03-03
673b91d1-aee4-44b4-ac3c-a0c582a8bf26,CUSTID_235,role,Finance,ORGID_117,463.86,Credit Card,2023-05-31
4d5fdf5e-b0a4-4847-9cd8-65b0c6ac34ff,CUSTID_516,plan,Software,ORGID_123,940.19,Net Banking,2024-10-09
0a333764-165d-4696-8af7-a4c6ef6e2b28,CUSTID_169,weight,Electronics,ORGID_134,89.64,Credit Card,2024-10-08
8dbf6d2b-e552-40cd-ac3f-4631d5184f45,CUSTID_269,truth,Finance,ORGID_130,660.26,PayPal,2025-01-14
dc351f03-5efd-4ba9-ab69-3dc5c50f3173,CUSTID_523,also,Entertainment,ORGID_118,943.98,PayPal,2020-04-27
98b18f4c-bb5d-4444-998a-9901f3eda5f3,CUSTID_219,member,Finance,ORGID_145,363.07,Credit Card,2022-01-27
f44112cd-1aa0-4902-983b-37743d9c9869,CUSTID_0,however,Healthcare,ORGID_188,981.5,Debit Card,2021-12-13
423406a2-6e1e-4b50-9631-52745fb87c37,CUSTID_229,business,Software,ORGID_122,835.41,PayPal,2025-02-12
580c3009-9755-4b04-a6cf-c860c7cd7651,CUSTID_794,hundred,Furniture,ORGID_3,28.02,Net Banking,2021-05-20
addeefce-1539-4a08-b900-5c0b78f71701,CUSTID_805,total,Entertainment,ORGID_72,239.67,PayPal,2021-06-09
458885a4-cc4c-446b-b256-7d0c0671d467,CUSTID_479,rate,Furniture,ORGID_34,38.23,Net Banking,2021-11-27
23b2ffaa-22c2-4c85-8375-4090720971f1,CUSTID_309,there,Finance,ORGID_130,686.92,Net Banking,2024-04-19
49881a65-360c-42c7-ba95-ea5a26e2f0db,CUSTID_456,when,Clothing,ORGID_47,596.18,Net Banking,2022-11-23
735184dd-66ee-4350-94c0-0b1257b9f944,CUSTID_106,bag,Electronics,ORGID_113,627.03,Net Banking,2021-08-08
0a0d3ea0-a307-44b5-b965-c69fb04e9cb0,CUSTID_598,account,Furniture,ORGID_143,563.14,Debit Card,2020-02-05
2cf51120-d225-4f50-9097-4ab80bd07247,CUSTID_14,policy,Fashion,ORGID_100,981.96,Credit Card,2020-03-02
8174517b-ddaf-47ad-a8f0-a4c01465046b,CUSTID_970,work,Electronics,ORGID_30,552.84,PayPal,2024-07-15
51634db1-60cb-4120-8760-7857b67471af,CUSTID_627,marriage,Clothing,ORGID_8,636.03,PayPal,2020-06-08
4b8a8950-4119-4e58-a2a4-605411785b04,CUSTID_593,management,Clothing,ORGID_148,171.68,Debit Card,2022-09-15
293f183d-9e26-4ef2-aad6-c98dfc1dfff8,CUSTID_433,check,Fashion,ORGID_197,483.77,Net Banking,2020-03-11
6cc73916-e2f5-455c-a2e1-62a81d2f197d,CUSTID_950,above,Books,ORGID_132,784.09,Credit Card,2023-01-21
81e58d3d-0f8d-4832-9f92-c9c3e25abb8b,CUSTID_83,career,Finance,ORGID_96,489.14,PayPal,2025-03-15
3f85b9fa-2591-4f33-9716-df8f1aff83a3,CUSTID_180,business,Healthcare,ORGID_105,16.76,Debit Card,2022-10-06
801abadf-8a36-415d-b90e-86809dac95a3,CUSTID_991,sing,Software,ORGID_27,599.22,Debit Card,2024-11-21
7280f025-6a93-41e4-a2a4-abb558abd393,CUSTID_958,let,Fashion,ORGID_125,732.34,Debit Card,2021-07-24
cc4e89ba-0516-4d25-85f2-db2a6b168d14,CUSTID_627,man,Electronics,ORGID_158,781.79,Credit Card,2024-08-31
8e2987b4-2f3e-47d2-8b6d-8afead724abe,CUSTID_679,debate,Electronics,ORGID_102,132.84,Credit Card,2020-04-22
4b2ad603-f9d9-40b8-a7f0-9e8d0ff9a91d,CUSTID_384,people,Furniture,ORGID_45,476.7,Debit Card,2024-04-28
d823e6fa-e0db-48d3-9e0a-daf2060d1d0f,CUSTID_98,run,Software,ORGID_137,746.97,Credit Card,2021-11-17
df3324f1-3182-4d9e-abd4-565be492fcb4,CUSTID_94,bill,Furniture,ORGID_127,810.03,Credit Card,2021-09-03
201165d6-3b50-43ba-a2da-bd2d128d502d,CUSTID_146,general,Software,ORGID_12,613.36,PayPal,2021-03-30
08162901-5f63-4a34-b35d-213012368cc8,CUSTID_280,else,Healthcare,ORGID_197,314.21,Credit Card,2022-05-08
fad0bbb9-e37a-4afb-b4f5-b34ba34a97d1,CUSTID_649,north,Clothing,ORGID_140,964.28,PayPal,2022-02-17
98adbd89-7bd4-4969-9278-2f8269b17539,CUSTID_557,investment,Books,ORGID_82,962.54,Debit Card,2022-06-13
a571ef1d-1de0-45fb-866a-f968cffb6db5,CUSTID_163,put,Finance,ORGID_54,659.79,Net Banking,2020-04-04
f6677a06-f942-434e-9f9e-e459779e0899,CUSTID_649,official,Books,ORGID_104,833.39,Credit Card,2020-09-09
1f4f6bf0-6ce5-4fe9-b1d1-82d5fca0338f,CUSTID_838,audience,Healthcare,ORGID_88,500.8,Net Banking,2020-03-27
b009b738-a766-4e6c-b344-9288fb6443cc,CUSTID_422,painting,Fashion,ORGID_76,498.92,Credit Card,2021-01-22
3bd10338-608a-4010-83a4-ea4d8d2a2741,CUSTID_279,mission,Clothing,ORGID_18,441.55,Net Banking,2022-06-02
a8e5c7ef-2c19-46b3-8b49-bee4fe111595,CUSTID_643,run,Finance,ORGID_121,95.43,Credit Card,2020-11-16
85c32412-4680-4faf-b145-f29cfda23a48,CUSTID_326,level,Clothing,ORGID_18,167.68,Credit Card,2023-01-12
a0f7f198-eef4-4a05-b84f-ae1d2bb85bec,CUSTID_628,treat,Clothing,ORGID_89,409.17,Debit Card,2020-11-07
0a2c2a48-3d72-4b76-86e4-1f96a880e9ac,CUSTID_260,dark,Finance,ORGID_72,684.96,Net Banking,2022-07-28
9ca8b2a7-69b3-4e31-8eb5-76565cfaed6c,CUSTID_982,keep,Finance,ORGID_109,998.92,Credit Card,2021-02-26
d4d3defc-661a-48ae-96f4-a67514ef8a80,CUSTID_85,decade,Healthcare,ORGID_190,480.01,Credit Card,2023-03-09
8b581f59-7b9e-4e82-87d6-a9493708e7a1,CUSTID_451,child,Clothing,ORGID_148,984.57,Credit Card,2023-11-20
e256707a-c4d9-49c2-bd7f-225fad30c03f,CUSTID_764,college,Clothing,ORGID_33,361.57,Debit Card,2023-04-06
2e78e9a6-d6f7-4050-bd48-031de9e9ab4e,CUSTID_610,clearly,Finance,ORGID_104,664.57,Net Banking,2023-02-02
256c7f05-8c87-4137-bf0c-5a8e4c2ec108,CUSTID_954,technology,Clothing,ORGID_56,332.72,Net Banking,2024-07-15
0ba45b8a-044f-4dbf-8792-c8efdd5d2117,CUSTID_784,system,Electronics,ORGID_46,508.44,Net Banking,2024-05-04
a6cf8504-b337-4384-a112-0a90f6294fb6,CUSTID_914,marriage,Furniture,ORGID_17,949.9,Debit Card,2021-05-13
dfb5b2c5-a424-482e-9274-5c578ebd34ad,CUSTID_678,lose,Finance,ORGID_60,519.34,Credit Card,2023-07-20
a8437304-6050-4f96-accb-ae2213e7acc6,CUSTID_735,seek,Finance,ORGID_199,357.07,Credit Card,2021-01-03
a9df7f70-c8c1-4acf-acf7-80450f8d3d21,CUSTID_839,usually,Books,ORGID_77,555.41,Debit Card,2023-08-16
962fb23c-d5a9-448a-8be2-c1d77f98018b,CUSTID_614,there,Fashion,ORGID_94,613.8,Debit Card,2021-09-12
cacfee36-5fda-4e06-b4d1-d5e48ad479b2,CUSTID_962,section,Electronics,ORGID_41,335.69,Net Banking,2023-03-20
198d187b-5dba-4c1d-bf2b-6687561da0d8,CUSTID_831,southern,Finance,ORGID_118,381.44,Credit Card,2024-01-04
683dab83-e4d4-4fc9-a753-112707fc7ac5,CUSTID_19,consider,Electronics,ORGID_116,895.64,Net Banking,2022-03-14
2873328a-9960-48f8-b455-3fdcbe5c5578,CUSTID_459,present,Electronics,ORGID_191,638.46,Net Banking,2021-09-05
1b1cd975-3c67-47c0-819c-8a3920e87f62,CUSTID_53,safe,Furniture,ORGID_154,766.33,Credit Card,2024-09-20
2a1d5530-50d2-4480-afa2-b3988ddd60a1,CUSTID_374,line,Books,ORGID_49,944.68,PayPal,2022-09-02
7a9c888d-e86b-4ee8-9040-beb60034e578,CUSTID_735,interview,Books,ORGID_26,263.95,Debit Card,2024-07-11
c378a45e-b85b-4625-9e43-bdf40b2a7b3b,CUSTID_800,mouth,Fashion,ORGID_126,72.97,Net Banking,2020-08-17
bb0a0206-a807-4b80-b43a-292e124226c2,CUSTID_57,many,Furniture,ORGID_18,142.55,PayPal,2024-04-17
8e9122da-8818-456d-bdb8-b2a621f50d54,CUSTID_295,staff,Electronics,ORGID_63,640.37,Credit Card,2021-02-06
1c78d5e6-4134-4a3b-bed0-e913301d602a,CUSTID_945,heavy,Healthcare,ORGID_25,29.71,Credit Card,2021-04-29
